,image_id,healthy,multiple_diseases,rust,scab
66,Test_66,0.9122759,0.06745815,0.0003829238,0.019882973
67,Test_67,0.002860992,0.16108026,0.8342037,0.0018550388
68,Test_68,0.0188135,0.10991353,0.0013854421,0.8698876
69,Test_69,0.0012537126,0.23465993,0.7636531,0.00043324172
70,Test_70,0.014611604,0.08207895,0.00089608383,0.90241337
71,Test_71,0.0035446198,0.29793125,0.696979,0.0015451014
72,Test_72,0.009886853,0.06665966,0.000589497,0.922864
73,Test_73,0.89134496,0.06370366,0.00013301826,0.044818334
74,Test_74,0.91683525,0.056826945,0.00017119442,0.02616654
75,Test_75,0.059913147,0.15010092,0.0023314382,0.7876545
76,Test_76,0.91197634,0.06772755,0.00019858127,0.020097561
77,Test_77,0.0076688747,0.23129702,0.75903696,0.0019970944
78,Test_78,0.008919019,0.16910398,0.0014075917,0.8205694
79,Test_79,0.91327846,0.062355846,0.00025540203,0.024110308
80,Test_80,0.0005037157,0.0015531576,0.9979171,2.6072992e-05
81,Test_81,0.035551697,0.4942164,0.46367955,0.0065522413
82,Test_82,0.0092455,0.22759953,0.76093996,0.0022151098
83,Test_83,0.00076877535,0.028344924,0.9687109,0.0021753476
84,Test_84,0.018358476,0.07728785,0.0008534793,0.9035002
85,Test_85,0.40991727,0.12264422,0.0013467475,0.46609178
86,Test_86,0.014814731,0.5761815,0.40530142,0.003702396
87,Test_87,0.098411806,0.28211135,0.0044466113,0.6150302
88,Test_88,0.694087,0.10560408,0.0015141793,0.19879466
89,Test_89,0.891608,0.08002511,0.00044661673,0.027920324
90,Test_90,0.0010946727,0.00745475,0.9914035,4.702638e-05
91,Test_91,0.8986073,0.061245978,0.00014325588,0.040003393
92,Test_92,0.7428528,0.101918615,0.001782775,0.15344584
93,Test_93,0.00213752,0.12044003,0.87705535,0.00036705303
94,Test_94,0.0254766,0.176544,0.0016666837,0.7963127
95,Test_95,0.90843964,0.060094923,0.0001307704,0.031334575
96,Test_96,0.019813396,0.10314612,0.0010243574,0.87601614
97,Test_97,0.9016187,0.07378729,0.0009735447,0.023620402
98,Test_98,0.57165444,0.13371447,0.0026811077,0.2919499
99,Test_99,0.7456026,0.086659886,0.0010745561,0.16666292
100,Test_100,0.023981746,0.122484684,0.0012971533,0.8522364
101,Test_101,0.9160738,0.057532985,0.00014666065,0.026246583
102,Test_102,0.30339864,0.126448,0.002758017,0.5673953
103,Test_103,0.91902214,0.058006335,0.00017129586,0.022800138
104,Test_104,0.005558268,0.2898806,0.0017571973,0.7028039
105,Test_105,0.3615574,0.4272126,0.016222667,0.19500732
106,Test_106,0.9004533,0.059873078,0.00023240199,0.039441183
107,Test_107,0.006405411,0.38794363,0.603352,0.0022989344
108,Test_108,0.0038340301,0.13935673,0.0009783319,0.85583097
109,Test_109,0.50782263,0.42334944,0.048387397,0.020440595
110,Test_110,0.8702461,0.07510628,0.00033383555,0.05431377
111,Test_111,0.8272988,0.07413953,0.0006124107,0.09794921
112,Test_112,0.0047112196,0.51416355,0.47951314,0.0016121101
113,Test_113,0.8612049,0.085635096,0.0013184145,0.05184152
114,Test_114,0.051758185,0.49248672,0.009355802,0.44639924
115,Test_115,5.200791e-05,0.034706,0.96523,1.207034e-05
116,Test_116,0.019360542,0.4866813,0.4897087,0.0042495024
117,Test_117,0.00082256773,0.058260188,0.9408315,8.5654516e-05
118,Test_118,0.0022493643,0.08736683,0.9100275,0.00035628403
119,Test_119,0.91045016,0.057566617,0.0001560681,0.031827167
120,Test_120,0.0062983185,0.43761432,0.55416644,0.0019209492
121,Test_121,0.0016607502,0.11439185,0.88369936,0.00024803536
122,Test_122,0.013770032,0.45747793,0.52528363,0.0034683615
123,Test_123,0.0015702532,0.007162396,0.99117833,8.89586e-05
124,Test_124,0.869035,0.08559216,0.00042506924,0.044947784
125,Test_125,0.91389346,0.055412743,0.00022614072,0.030467734
126,Test_126,0.84149563,0.13863458,0.0021885189,0.017681332
127,Test_127,0.023387548,0.10506499,0.0010739103,0.8704736
128,Test_128,0.040864464,0.36687618,0.58495295,0.0073063564
129,Test_129,0.007252584,0.385897,0.6047733,0.0020771672
130,Test_130,0.015959961,0.82898426,0.0067822486,0.14827357
131,Test_131,0.032165967,0.17921805,0.0015785709,0.7870374
132,Test_132,0.9184213,0.05830096,0.00018292564,0.0230948
133,Test_133,0.0028725027,0.13174054,0.0009655846,0.86442137
134,Test_134,0.90673226,0.06245958,0.00012963626,0.03067857
135,Test_135,0.0027597102,0.28327832,0.7129625,0.0009993932
136,Test_136,0.023131197,0.28689966,0.0031805716,0.6867886
137,Test_137,0.00015297117,0.048324574,0.94780105,0.0037214868
138,Test_138,0.0006135839,0.024191346,0.97513825,5.6789868e-05
139,Test_139,0.91154504,0.05919878,0.00018535634,0.029070819
140,Test_140,0.030554838,0.45737478,0.50477344,0.0072969804
141,Test_141,0.005786313,0.058630034,0.00048260894,0.93510115
142,Test_142,0.62464046,0.11775924,0.001362048,0.2562382
143,Test_143,0.012861837,0.10806311,0.0009470713,0.87812805
144,Test_144,0.8985095,0.06296782,0.00029243765,0.03823024
145,Test_145,0.013025563,0.10799299,0.0009784584,0.87800306
146,Test_146,7.894156e-05,8.740926e-05,0.9998325,1.1260312e-06
147,Test_147,1.3254832e-10,7.7316143e-13,1.0,2.6382463e-10
148,Test_148,0.9027116,0.07091142,0.00042338722,0.025953613
149,Test_149,0.015259081,0.40272334,0.578396,0.0036215982
150,Test_150,0.85898185,0.11422687,0.0033211072,0.023470165
151,Test_151,0.0035360951,0.29591364,0.69948584,0.0010644399
152,Test_152,0.0026203133,0.38950697,0.60701066,0.0008621113
153,Test_153,0.0031019417,0.063777044,0.00035259122,0.9327684
154,Test_154,0.0009541813,0.29210302,0.70646644,0.00047631643
155,Test_155,0.0010164705,0.47847515,0.5199995,0.0005089376
156,Test_156,0.9119825,0.068583876,0.00033284246,0.019100865
157,Test_157,0.72013927,0.23244944,0.019059256,0.028352058
158,Test_158,0.89384055,0.073440276,0.0002614227,0.032457694
159,Test_159,0.01841338,0.40022644,0.5769135,0.0044467826
160,Test_160,0.91447896,0.0691844,0.00041742125,0.015919156
161,Test_161,0.9202697,0.061891757,0.00034079165,0.017497782
162,Test_162,6.0364265e-09,2.4444333e-08,0.9999995,4.9216646e-07
163,Test_163,0.014274513,0.35194063,0.6300118,0.0037730313
164,Test_164,0.018851832,0.09774823,0.0009827261,0.88241726
165,Test_165,0.0180026,0.436121,0.0031852454,0.5426911
166,Test_166,5.139571e-08,2.712577e-08,0.9999994,4.220097e-07
167,Test_167,0.00085721473,0.03655058,0.96247303,0.000119199496
168,Test_168,0.035511672,0.59283036,0.3630917,0.008566262
169,Test_169,0.0039565833,0.16230866,0.8329241,0.00081063434
170,Test_170,0.9123198,0.06384428,0.00050249224,0.0233335
171,Test_171,1.0684442e-05,0.0018160774,0.9976579,0.00051534834
172,Test_172,0.002163681,0.15348113,0.8424009,0.001954337
173,Test_173,1.25963675e-08,2.3743225e-07,0.9999734,2.6382331e-05
174,Test_174,0.010350477,0.079892755,0.00073404337,0.9090227
175,Test_175,0.9122777,0.06380563,0.00019314059,0.023723474
176,Test_176,0.055524927,0.48826548,0.44583926,0.010370345
177,Test_177,0.005385366,0.14394772,0.0010639473,0.84960294
178,Test_178,0.0015497843,0.091122,0.0005006208,0.9068276
179,Test_179,0.020466665,0.4345787,0.5399405,0.0050141956
180,Test_180,0.00015232057,0.0911538,0.90864784,4.6062036e-05
181,Test_181,0.04403427,0.18267536,0.0020142763,0.77127606
182,Test_182,0.00052633166,0.0009904148,0.9984627,2.0613756e-05
183,Test_183,0.9174747,0.059469186,0.00020069534,0.022855394
184,Test_184,0.90822023,0.060769834,0.00021843241,0.030791504
185,Test_185,0.8605878,0.0642007,0.0006407705,0.07457073
186,Test_186,0.877784,0.068869345,0.00034824733,0.052998424
187,Test_187,2.8397415e-05,0.26823658,0.7306646,0.0010703743
188,Test_188,0.0032497928,0.23548046,0.7604437,0.00082601176
189,Test_189,0.90726453,0.057906076,0.0001538235,0.03467551
190,Test_190,0.088528134,0.5601763,0.33219004,0.019105522
191,Test_191,0.0059692957,0.10127862,0.88911384,0.0036382014
192,Test_192,0.15505002,0.5060042,0.32077092,0.018174844
193,Test_193,8.081411e-05,0.0018081273,0.99782795,0.000283113
194,Test_194,2.1094294e-07,4.322213e-07,0.9999945,4.933969e-06
195,Test_195,0.9192612,0.06375748,0.00020697799,0.016774334
196,Test_196,0.024183448,0.47062075,0.0033901324,0.5018057
197,Test_197,0.04397712,0.51693743,0.42745888,0.011626614
198,Test_198,0.03352737,0.15225698,0.0016898363,0.81252587
199,Test_199,0.7452486,0.22078303,0.01187754,0.022090789
200,Test_200,0.0034844256,0.44169635,0.5533622,0.0014570553
201,Test_201,0.33364072,0.5098387,0.12853459,0.027986003
202,Test_202,6.0485763e-09,1.6290322e-10,0.9999999,6.92178e-08
203,Test_203,1.8626824e-05,9.154586e-07,0.99998033,8.572576e-08
204,Test_204,0.0044096564,0.07442548,0.00057699054,0.92058784
205,Test_205,0.0034111561,0.09661647,0.00064584624,0.89932656
206,Test_206,0.0017140496,0.07007704,0.00039669054,0.9278122
207,Test_207,0.006322604,0.23224474,0.7596403,0.0017923544
208,Test_208,0.91565114,0.06689191,0.0003434502,0.017113509
209,Test_209,0.010855593,0.53766334,0.4487433,0.0027377892
210,Test_210,0.013550126,0.94774604,0.014651864,0.024051933
211,Test_211,0.023908565,0.5318501,0.43918055,0.005060783
212,Test_212,0.0025290065,0.37504518,0.6212388,0.0011869831
213,Test_213,0.01659679,0.41955566,0.55997777,0.0038698516
214,Test_214,0.0049254224,0.26126075,0.730002,0.003811838
215,Test_215,0.71090543,0.16880889,0.0019846044,0.11830104
216,Test_216,0.91813153,0.062265307,0.00024520914,0.01935792
217,Test_217,0.013012706,0.11049164,0.0010426558,0.875453
218,Test_218,0.89842945,0.06431202,0.00022900641,0.03702953
219,Test_219,0.0009154587,0.111487724,0.8874196,0.00017724007
220,Test_220,0.0039882082,0.12229852,0.0008641321,0.8728491
221,Test_221,0.20285262,0.33087167,0.006718374,0.45955738
222,Test_222,0.0018480326,0.24208347,0.7554876,0.000580924
223,Test_223,0.0036597312,0.39278877,0.60224485,0.0013067006
224,Test_224,0.46339935,0.42672738,0.07919349,0.030679753
225,Test_225,0.9022078,0.060351316,0.00014344904,0.037297532
226,Test_226,9.869471e-05,8.300892e-05,0.9998171,1.1885093e-06
227,Test_227,0.07742311,0.13100387,0.002721528,0.7888514
228,Test_228,7.56788e-05,0.009005514,0.9908764,4.2394873e-05
229,Test_229,0.00043336063,0.049850326,0.9489749,0.00074138556
230,Test_230,0.0032222564,0.078024946,0.00064352236,0.91810924
231,Test_231,0.0020408859,0.13423853,0.00085748616,0.8628631
232,Test_232,0.88847935,0.08690964,0.0015228208,0.023088263
233,Test_233,0.90628535,0.05931663,0.00012074213,0.034277275
234,Test_234,0.012012542,0.06573943,0.0006529341,0.92159516
235,Test_235,0.005451987,0.077395454,0.0005446517,0.91660786
236,Test_236,0.18695354,0.66954315,0.124480456,0.019022834
237,Test_237,0.023805492,0.3021411,0.003505306,0.6705481
238,Test_238,0.0042275963,0.23172085,0.76312506,0.0009264513
239,Test_239,0.0006312622,0.05764924,0.94164926,7.022833e-05
240,Test_240,0.00035407752,0.007923586,0.9916903,3.2083226e-05
241,Test_241,0.0030386283,0.13369201,0.8627785,0.0004909486
242,Test_242,0.51253676,0.1746318,0.0038107568,0.30902067
243,Test_243,0.916757,0.062644154,0.00021092799,0.02038798
244,Test_244,0.8331689,0.07849442,0.001221084,0.0871155
245,Test_245,0.00030096542,0.0007281912,0.9989588,1.1974027e-05
246,Test_246,0.003917631,0.101372965,0.0007630182,0.8939464
247,Test_247,0.002865736,0.14863802,0.00097289146,0.84752333
248,Test_248,0.89778966,0.063215226,0.00032335127,0.03867177
249,Test_249,0.00030631086,0.037847035,0.960499,0.0013476291
250,Test_250,0.90935785,0.05743754,0.00020267395,0.0330019
251,Test_251,0.6870079,0.11837808,0.0013174908,0.19329658
252,Test_252,0.0051267017,0.42745423,0.5385768,0.028842263
253,Test_253,0.0074122236,0.120728336,0.0010247097,0.8708347
254,Test_254,0.013307707,0.10624866,0.000893056,0.8795506
255,Test_255,0.9105469,0.06716411,0.00022260995,0.022066338
256,Test_256,0.0069618174,0.18160689,0.0012705016,0.81016076
257,Test_257,3.404059e-05,0.00016333298,0.9996685,0.00013419309
258,Test_258,0.055337332,0.48782498,0.44406912,0.012768605
259,Test_259,0.90343624,0.06279531,0.0003251404,0.033443194
260,Test_260,0.7992628,0.07654775,0.0005338909,0.12365551
261,Test_261,0.0065578083,0.2572588,0.7344909,0.0016925315
262,Test_262,0.78168535,0.17863068,0.008703327,0.030980643
263,Test_263,0.9146452,0.06650689,0.0002770872,0.018570747
264,Test_264,0.90059304,0.06101623,0.00029436685,0.038096394
265,Test_265,0.013337443,0.4168467,0.56638306,0.0034327423
266,Test_266,0.0013002123,0.09897968,0.000565768,0.8991544
267,Test_267,0.88610744,0.06776879,0.00013702248,0.045986805
268,Test_268,1.4827472e-06,8.1837214e-05,0.9997851,0.00013156648
269,Test_269,0.9129173,0.06729631,0.00023941904,0.019546982
270,Test_270,0.00409603,0.08359439,0.0007194616,0.9115901
271,Test_271,0.90056837,0.07174033,0.00035025532,0.027341064
272,Test_272,0.037876755,0.59584415,0.35552636,0.010752728
273,Test_273,0.8997838,0.061858725,0.00014841293,0.038209017
274,Test_274,0.005065959,0.61215544,0.38120595,0.0015727254
275,Test_275,0.0022331807,0.23573843,0.7613425,0.0006859019
276,Test_276,0.014959742,0.27245167,0.0023790784,0.71020955
277,Test_277,0.013981754,0.09075579,0.0009794616,0.89428294
278,Test_278,0.0023515827,0.107989416,0.0006832072,0.88897586
279,Test_279,0.0023315449,0.29200175,0.70482343,0.00084325543
280,Test_280,0.004654601,0.082633704,0.0005701923,0.9121415
281,Test_281,0.017795444,0.100033656,0.0011916503,0.8809792
282,Test_282,0.005995429,0.12777314,0.0008362685,0.8653952
283,Test_283,0.024275871,0.5961308,0.3733058,0.006287527
284,Test_284,0.0071206386,0.4096202,0.5811084,0.0021508127
285,Test_285,0.83309644,0.1225138,0.004451332,0.039938413
286,Test_286,0.0063156597,0.074919395,0.00063453295,0.91813046
287,Test_287,0.24490926,0.23797835,0.016807996,0.5003044
288,Test_288,0.00703468,0.08836923,0.0006495925,0.90394646
289,Test_289,0.0038422141,0.14672503,0.0011536501,0.8482792
290,Test_290,0.0020052,0.23989232,0.7572514,0.00085106166
291,Test_291,7.770225e-10,1.0397612e-09,0.9999999,1.3316757e-07
292,Test_292,0.9125699,0.06784918,0.0003687145,0.019212237
293,Test_293,1.8536944e-06,6.1745595e-09,0.9999981,1.2556803e-09
294,Test_294,0.010788901,0.3390812,0.64753354,0.002596319
295,Test_295,9.802061e-06,2.3028555e-05,0.9999362,3.1020387e-05
296,Test_296,0.2482886,0.4887745,0.006527433,0.25640947
297,Test_297,0.010004871,0.13965532,0.0010496144,0.84929025
298,Test_298,4.4726928e-13,5.208693e-16,1.0,5.9970084e-13
299,Test_299,0.0031990893,0.19990712,0.7962325,0.0006612731
300,Test_300,0.8960102,0.07365193,0.00032414173,0.030013712
301,Test_301,0.8844409,0.07644787,0.0002490652,0.0388622
302,Test_302,0.0101124095,0.22536613,0.0016685993,0.7628528
303,Test_303,0.9019153,0.07258848,0.000349155,0.025147073
304,Test_304,0.9128683,0.06262416,0.00023436673,0.024273189
305,Test_305,0.9152213,0.07040867,0.00030182506,0.014068264
306,Test_306,0.42463645,0.13017441,0.0036303368,0.4415588
307,Test_307,0.8355909,0.13550007,0.0040919264,0.02481719
308,Test_308,0.1360002,0.12902409,0.0025410026,0.7324347
309,Test_309,0.01568442,0.5711797,0.40891457,0.0042213076
310,Test_310,0.001593046,0.20972599,0.78829855,0.00038244703
311,Test_311,0.01136958,0.44908175,0.53643316,0.0031155667
312,Test_312,0.014659895,0.14553346,0.00123996,0.8385666
313,Test_313,0.0032236006,0.15046161,0.0010162235,0.8452986
314,Test_314,0.016602647,0.14621095,0.001364143,0.8358222
315,Test_315,0.9140278,0.069426365,0.00026133083,0.016284589
316,Test_316,0.00545138,0.47431916,0.5183465,0.0018829844
317,Test_317,0.0003078947,0.003300443,0.9963672,2.44235e-05
318,Test_318,0.020181691,0.22715689,0.0019060579,0.7507554
319,Test_319,0.004679719,0.37897074,0.6145506,0.0017989505
320,Test_320,0.002946867,0.24743348,0.7483395,0.0012801724
321,Test_321,0.9133582,0.057386246,0.00016318745,0.02909229
322,Test_322,0.9114766,0.06293969,0.00022803512,0.025355702
323,Test_323,0.55654955,0.38513502,0.026133133,0.032182306
324,Test_324,0.0028848243,0.18544208,0.81095934,0.00071370846
325,Test_325,0.019352527,0.11539535,0.001307527,0.8639446
326,Test_326,0.0023815408,0.20087935,0.79573965,0.000999475
327,Test_327,0.013843082,0.08966935,0.00089827384,0.8955893
328,Test_328,0.0015733537,0.06963088,0.928574,0.00022168604
329,Test_329,0.0018307435,0.16121705,0.8366314,0.00032078667
330,Test_330,0.00011879023,0.044649776,0.9248129,0.030418536
331,Test_331,0.24510068,0.66601866,0.060704887,0.0281758
332,Test_332,0.9285052,0.05549792,0.00018968707,0.015807183
333,Test_333,5.79346e-05,0.044150703,0.95578355,7.8885305e-06
334,Test_334,0.004292168,0.258689,0.73523617,0.001782648
335,Test_335,0.896221,0.062778525,0.00011526288,0.040885173
336,Test_336,0.0029944608,0.10303848,0.8934192,0.0005478986
337,Test_337,0.8932418,0.06401984,0.00012598746,0.04261237
338,Test_338,0.89881855,0.06506974,0.00032423306,0.03578751
339,Test_339,0.0003644329,0.00025423896,0.9993699,1.1436842e-05
340,Test_340,0.09559174,0.5674867,0.32671973,0.0102018425
341,Test_341,0.8983785,0.062139392,0.00011455619,0.039367598
342,Test_342,0.8976443,0.0615484,0.00014520917,0.040662155
343,Test_343,0.06485523,0.84630185,0.04165749,0.047185436
344,Test_344,2.707902e-05,1.6107537e-05,0.99995613,6.9195136e-07
345,Test_345,0.0007510912,0.012998421,0.9846773,0.001573172
346,Test_346,0.000112894784,0.00028276086,0.99959654,7.913429e-06
347,Test_347,0.0009333239,0.2416868,0.7565951,0.0007847602
348,Test_348,0.3146095,0.21065235,0.0039448463,0.47079328
349,Test_349,0.04098098,0.79675347,0.1510739,0.011191615
350,Test_350,0.8700742,0.089528926,0.0005966599,0.039800264
351,Test_351,0.0002443153,0.025085082,0.97464085,2.9774568e-05
352,Test_352,0.4715205,0.4766017,0.015470577,0.03640728
353,Test_353,0.3168546,0.5819783,0.077491015,0.02367603
354,Test_354,0.0144400345,0.56632286,0.4159623,0.0032747288
355,Test_355,0.029008407,0.6525261,0.009143134,0.30932236
356,Test_356,0.9100092,0.057805676,0.00016203772,0.03202306
357,Test_357,0.9004849,0.061384097,0.00010727116,0.03802375
358,Test_358,0.15100433,0.16685344,0.0033680964,0.6787741
359,Test_359,0.005811832,0.08356482,0.00064234843,0.909981
360,Test_360,0.010435799,0.090137586,0.0008304068,0.8985962
361,Test_361,0.9261599,0.060652543,0.00013845219,0.013049051
362,Test_362,0.90692234,0.064994365,0.00021696984,0.027866244
363,Test_363,0.00043986973,0.100436136,0.89901567,0.00010836713
364,Test_364,6.2498934e-06,1.1117545e-07,0.9999937,1.5506203e-08
365,Test_365,0.011503549,0.38546857,0.5996677,0.0033601583
366,Test_366,0.0037202009,0.18355069,0.81203175,0.00069737807
367,Test_367,0.04431795,0.114536576,0.001589873,0.83955556
368,Test_368,0.9043132,0.07154777,0.0002550359,0.023884028
369,Test_369,0.027799306,0.69479996,0.26498047,0.012420261
370,Test_370,0.0010155092,0.1791078,0.81962144,0.00025533722
371,Test_371,0.0003227483,0.00944541,0.99020666,2.5186688e-05
372,Test_372,0.5967256,0.10759108,0.0014215865,0.29426184
373,Test_373,4.134794e-05,0.003161391,0.9963045,0.00049280754
374,Test_374,0.004188243,0.33613318,0.65819466,0.0014839479
375,Test_375,0.004135348,0.09248168,0.00072450616,0.90265846
376,Test_376,0.3351639,0.5398614,0.11075965,0.014215126
377,Test_377,0.90481883,0.059821982,0.00012125585,0.03523794
378,Test_378,0.012212206,0.4515991,0.53320277,0.00298598
379,Test_379,0.0015564103,0.0891691,0.90907604,0.0001985167
380,Test_380,0.3481401,0.5642496,0.046538856,0.041071527
381,Test_381,0.9116986,0.06529471,0.0005253918,0.022481263
382,Test_382,0.9003241,0.064789064,0.0003823871,0.03450449
383,Test_383,0.91233504,0.072322294,0.00036614295,0.014976439
384,Test_384,3.1694867e-06,8.783345e-05,0.99981374,9.522045e-05
385,Test_385,0.8459424,0.081884876,0.0007954812,0.07137734
386,Test_386,0.0009112377,0.005425827,0.99359554,6.735086e-05
387,Test_387,0.044145938,0.7093476,0.014475018,0.23203146
388,Test_388,0.05318952,0.3342715,0.0034576422,0.60908127
389,Test_389,0.9185518,0.067529224,0.00033265882,0.013586342
390,Test_390,0.92101645,0.0615176,0.00033234482,0.017133476
391,Test_391,0.0025490131,0.24344645,0.7531633,0.00084124494
392,Test_392,0.008163195,0.4313612,0.55823475,0.0022408424
393,Test_393,0.016647492,0.13558957,0.0015364744,0.84622645
394,Test_394,0.8954442,0.062487964,0.00016709295,0.041900795
395,Test_395,6.9406724e-07,8.8835645e-07,0.9999938,4.6973178e-06
396,Test_396,0.012870857,0.097298585,0.0010317971,0.8887988
397,Test_397,0.04224853,0.36049202,0.0038965454,0.5933629
398,Test_398,0.001187204,0.044275872,0.9543904,0.00014656548
399,Test_399,0.013582845,0.18027025,0.0017819363,0.80436486
400,Test_400,0.0022433992,0.20920649,0.7869464,0.0016037431
401,Test_401,0.0012906936,0.055578362,0.9428713,0.00025967104
402,Test_402,0.011045617,0.45208436,0.0036667634,0.53320324
403,Test_403,0.03581439,0.39043722,0.56703866,0.006709692
404,Test_404,0.26329714,0.12991768,0.0024685315,0.60431665
405,Test_405,0.0061854688,0.08496885,0.0005930141,0.90825266
406,Test_406,0.0016643913,0.109312214,0.00061918097,0.8884042
407,Test_407,0.0023227653,0.13300847,0.00093538687,0.8637334
408,Test_408,0.012216973,0.4624501,0.0039180904,0.5214149
409,Test_409,0.00077585597,0.013494724,0.9856329,9.6621494e-05
410,Test_410,0.0035204126,0.10865601,0.0007694371,0.8870542
411,Test_411,0.9157028,0.05632439,7.7195844e-05,0.027895615
412,Test_412,1.833909e-05,8.366683e-05,0.9995883,0.00030968172
413,Test_413,0.91175467,0.05636713,0.00012445105,0.031753764
414,Test_414,0.0012775185,0.11437676,0.8828453,0.001500507
415,Test_415,0.00014159128,0.0018471838,0.9973514,0.0006598769
416,Test_416,0.6215959,0.30738562,0.03388039,0.037138004
417,Test_417,0.010166992,0.4857652,0.50135607,0.0027117748
418,Test_418,0.9097933,0.061552897,0.00023549724,0.02841827
419,Test_419,0.9267342,0.054020233,0.00027729376,0.018968305
420,Test_420,8.119146e-05,0.019391488,0.97945875,0.0010685364
421,Test_421,0.007266065,0.111267745,0.00079856504,0.88066757
422,Test_422,0.09968226,0.17004664,0.0029052403,0.7273658
423,Test_423,0.003214671,0.44467625,0.55098206,0.0011270457
424,Test_424,0.0015958479,0.26639906,0.73134184,0.00066330325
425,Test_425,0.057736482,0.15915866,0.002241236,0.78086364
426,Test_426,0.001118326,0.1897994,0.8082129,0.000869398
427,Test_427,0.02674522,0.29010737,0.0028896935,0.68025774
